,AH2011,Educação,Lazer,Negócios,Refeição,Saúde
577,1604,143.0,16.0,25.0,108.0,29.0
578,1605,8.0,2.0,2.0,15.0,0.0
579,1606,57.0,14.0,23.0,213.0,14.0
580,1607,44.0,4.0,5.0,55.0,3.0
581,1608,69.0,18.0,13.0,64.0,11.0
582,1609,151.0,29.0,72.0,246.0,85.0
583,1610,204.0,36.0,26.0,91.0,31.0
584,1611,60.0,9.0,12.0,89.0,14.0
585,1612,56.0,18.0,30.0,132.0,9.0
586,1613,103.0,16.0,18.0,248.0,7.0
587,1614,81.0,11.0,8.0,60.0,10.0
588,1615,14.0,1.0,10.0,82.0,3.0
589,1616,8.0,5.0,3.0,47.0,0.0
590,1617,30.0,11.0,10.0,38.0,2.0
591,1618,56.0,13.0,23.0,173.0,17.0
592,1619,78.0,21.0,24.0,191.0,6.0
593,1620,28.0,9.0,15.0,83.0,11.0
594,1621,57.0,20.0,16.0,70.0,9.0
595,1622,25.0,15.0,12.0,30.0,3.0
596,1623,54.0,12.0,15.0,136.0,13.0
597,1624,70.0,16.0,12.0,83.0,7.0
598,1625,23.0,5.0,4.0,24.0,3.0
599,1626,126.0,35.0,26.0,103.0,23.0
600,1627,57.0,13.0,7.0,110.0,2.0
601,1628,80.0,21.0,27.0,160.0,4.0
602,1629,42.0,9.0,7.0,93.0,2.0
603,1630,53.0,9.0,9.0,125.0,6.0
604,1631,15.0,2.0,4.0,71.0,3.0
605,1632,45.0,17.0,6.0,72.0,1.0
606,1633,44.0,13.0,8.0,100.0,5.0
607,1634,34.0,9.0,9.0,62.0,5.0
608,1635,21.0,16.0,4.0,43.0,2.0
609,1636,29.0,7.0,4.0,41.0,0.0
610,1637,24.0,5.0,4.0,47.0,1.0
611,1638,76.0,16.0,13.0,258.0,4.0
612,1639,32.0,9.0,3.0,92.0,2.0
613,1640,26.0,3.0,6.0,83.0,3.0
614,1641,27.0,5.0,1.0,55.0,2.0
615,1642,19.0,4.0,5.0,44.0,1.0
616,1643,36.0,2.0,3.0,55.0,3.0
617,1644,44.0,4.0,8.0,84.0,1.0
618,1645,5.0,1.0,0.0,3.0,0.0
619,1646,8.0,1.0,0.0,23.0,0.0
620,1647,4.0,1.0,1.0,31.0,0.0
621,1648,29.0,8.0,5.0,75.0,0.0
622,1649,5.0,0.0,2.0,14.0,0.0
623,1650,166.0,21.0,28.0,85.0,49.0
624,1651,14.0,5.0,2.0,5.0,4.0
625,1652,17.0,6.0,3.0,37.0,4.0
626,1653,131.0,20.0,13.0,76.0,20.0
627,1654,8.0,20.0,10.0,147.0,8.0
628,1655,63.0,15.0,18.0,118.0,22.0
629,1656,26.0,11.0,12.0,41.0,1.0
630,1657,16.0,9.0,4.0,24.0,0.0
631,1658,10.0,0.0,1.0,34.0,0.0
632,1659,40.0,7.0,5.0,55.0,2.0
633,1660,5.0,4.0,0.0,32.0,0.0
634,1661,0.0,0.0,0.0,1.0,0.0
635,1662,2.0,0.0,1.0,11.0,1.0
636,1663,18.0,7.0,2.0,20.0,0.0
637,1664,24.0,3.0,1.0,35.0,1.0
638,1665,14.0,6.0,1.0,13.0,0.0
639,1666,11.0,3.0,2.0,27.0,2.0
640,1667,16.0,1.0,2.0,24.0,0.0
641,1668,10.0,1.0,5.0,29.0,0.0
642,1669,23.0,5.0,4.0,83.0,0.0
643,1670,10.0,1.0,2.0,39.0,0.0
644,1671,6.0,1.0,1.0,3.0,0.0
645,1672,29.0,6.0,6.0,68.0,6.0
646,17001,116.0,28.0,45.0,363.0,36.0
647,17002,17.0,2.0,8.0,61.0,2.0
648,17003,5.0,0.0,0.0,12.0,0.0
649,17004,6.0,4.0,5.0,46.0,1.0
650,17005,24.0,6.0,5.0,54.0,0.0
651,17006,8.0,1.0,1.0,25.0,0.0
652,17007,30.0,8.0,21.0,102.0,10.0
653,17008,21.0,6.0,8.0,68.0,0.0
654,17009,8.0,3.0,4.0,19.0,0.0
655,1701,48.0,14.0,11.0,118.0,21.0
656,17010,6.0,3.0,5.0,10.0,0.0
657,17011,3.0,0.0,1.0,8.0,0.0
658,17013,1.0,0.0,0.0,3.0,0.0
659,17015,1.0,0.0,1.0,9.0,0.0
660,17016,8.0,3.0,0.0,17.0,0.0
661,17017,1.0,0.0,0.0,0.0,0.0
662,17018,0.0,1.0,0.0,0.0,0.0
663,1702,43.0,4.0,3.0,91.0,6.0
664,1703,28.0,3.0,3.0,17.0,4.0
665,1704,52.0,16.0,10.0,76.0,5.0
666,1705,63.0,14.0,15.0,178.0,4.0
667,1706,48.0,12.0,13.0,133.0,3.0
668,1707,11.0,3.0,2.0,65.0,2.0
669,1708,61.0,14.0,6.0,186.0,0.0
670,1709,93.0,21.0,27.0,205.0,12.0
671,1710,35.0,5.0,7.0,60.0,0.0
672,17101,60.0,18.0,28.0,161.0,3.0
673,17102,58.0,17.0,17.0,195.0,6.0
674,17103,5.0,1.0,1.0,6.0,0.0
675,17104,6.0,0.0,0.0,11.0,0.0
676,17105,49.0,9.0,8.0,99.0,1.0
677,17106,153.0,31.0,44.0,278.0,17.0
678,17107,41.0,8.0,13.0,140.0,3.0
679,17108,16.0,8.0,6.0,104.0,1.0
680,17109,3.0,0.0,1.0,11.0,0.0
681,1711,39.0,7.0,2.0,91.0,2.0
682,17111,7.0,0.0,0.0,20.0,0.0
683,17112,6.0,1.0,3.0,32.0,3.0
